abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.045,35.0,2031,Golden Fleece,Belgian Pale Ale,246,12.0,246,Quest Brewing Company,Greenville, SC
0.055,30.0,2030,Smoking Mirror,American Porter,246,12.0,246,Quest Brewing Company,Greenville, SC
0.0579999999999999,60.0,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12.0,176,Rahr & Sons Brewing Company,Fort Worth, TX
0.044,5.0,2370,18th Anniversary Gose,Gose,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.046,25.0,2211,White (2015),Witbier,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.099,85.0,1861,BLAKKR,American Black Ale,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.051,21.0,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.053,52.0,1091,Hans' Pils (2015),German Pilsener,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.06,50.0,1086,Four Squared (2015),American Blonde Ale,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.051,21.0,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12.0,128,Real Ale Brewing Company,Blanco, TX
0.072,55.0,1021,Watership Brown Ale,American Brown Ale,475,12.0,475,Red Hare Brewing Company,Marietta, GA
0.062,55.0,938,Gangway IPA,American IPA,475,12.0,475,Red Hare Brewing Company,Marietta, GA
0.051,17.0,2516,Farmer's Daughter Blonde,American Blonde Ale,68,16.0,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.055,45.0,2515,Pump House IPA,American IPA,68,16.0,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.047,25.0,2513,Vanilla Porter,American Porter,68,16.0,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.0579999999999999,18.0,2512,Honey Rye,Rye Beer,68,16.0,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.065,44.0,945,Long Hammer IPA,American IPA,487,16.0,487,Redhook Brewery,Woodinville, WA
0.065,44.0,583,Long Hammer IPA,American IPA,487,12.0,487,Redhook Brewery,Woodinville, WA
0.0579999999999999,27.0,339,Copper Hook (2011),American Amber / Red Ale,487,12.0,487,Redhook Brewery,Woodinville, WA
0.05,16.0,2087,Blood Orange Wit,Witbier,225,16.0,225,Refuge Brewery,Temecula, CA
0.05,40.0,2414,Consilium,American Pale Ale (APA),110,12.0,110,Renegade Brewing Company,Denver, CO
0.09,60.0,1581,Hammer & Sickle,Russian Imperial Stout,110,12.0,110,Renegade Brewing Company,Denver, CO
0.07,100.0,1176,Redacted Rye IPA,American IPA,110,16.0,110,Renegade Brewing Company,Denver, CO
0.099,100.0,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12.0,110,Renegade Brewing Company,Denver, CO
0.05,25.0,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16.0,110,Renegade Brewing Company,Denver, CO
0.07,100.0,636,Ryeteous Rye IPA (2012),American IPA,110,16.0,110,Renegade Brewing Company,Denver, CO
0.055,40.0,2576,Fist City,American Pale Ale (APA),44,12.0,44,Revolution Brewing Company,Chicago, IL
0.0579999999999999,15.0,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12.0,44,Revolution Brewing Company,Chicago, IL
0.061,31.0,418,Fistmas Ale,Herbed / Spiced Beer,44,12.0,44,Revolution Brewing Company,Chicago, IL
0.057,25.0,417,Oktoberfest Revolution,Märzen / Oktoberfest,44,12.0,44,Revolution Brewing Company,Chicago, IL
0.068,28.0,416,Eugene Porter,American Porter,44,12.0,44,Revolution Brewing Company,Chicago, IL
0.065,70.0,415,Anti-Hero IPA,American IPA,44,12.0,44,Revolution Brewing Company,Chicago, IL
0.05,14.0,414,Bottom Up Belgian Wit,Witbier,44,12.0,44,Revolution Brewing Company,Chicago, IL
0.057,42.0,2452,Hustle,American Amber / Red Ale,93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.055,42.0,2451,Pure Fury,American Pale Ale (APA),93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.06,60.0,2132,Dad,American Amber / Red Ale,93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.0579999999999999,35.0,1993,Panther,American Porter,93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.052,21.0,1992,Franz,Märzen / Oktoberfest,93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.043,45.0,1935,Zen,American Pale Ale (APA),93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.072,75.0,1852,Truth,American IPA,93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.048,25.0,1851,Cougar,American Blonde Ale,93,12.0,93,Rhinegeist Brewery,Cincinnati, OH
0.05,55.0,1771,Lil SIPA,American IPA,321,16.0,321,Rivertown Brewing Company,Lockland, OH
0.055,60.0,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16.0,321,Rivertown Brewing Company,Lockland, OH
0.05,100.0,2579,Jah Mon,American IPA,43,12.0,43,Rivertowne Brewing Company,Export, PA
0.076,78.0,1577,12th Round,American Strong Ale,376,16.0,376,RoughTail Brewing Company,Midwest City, OK
0.07,80.0,1576,RoughTail IPA,American IPA,376,16.0,376,RoughTail Brewing Company,Midwest City, OK
0.071,36.0,2304,Sundown,Saison / Farmhouse Ale,164,12.0,164,Round Guys Brewing,Lansdale, PA
0.0559999999999999,40.0,1842,Original Slacker Ale,English Brown Ale,164,12.0,164,Round Guys Brewing,Lansdale, PA
0.045,28.0,1552,Dog Days Summer Ale,Kölsch,164,12.0,164,Round Guys Brewing,Lansdale, PA
0.0559999999999999,35.0,1479,1881 California Red,American Amber / Red Ale,397,12.0,397,Ruhstaller Beer Company,Sacramento, CA
0.073,55.0,1478,CAPT Black IPA,American Black Ale,397,12.0,397,Ruhstaller Beer Company,Sacramento, CA
0.048,42.0,1370,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,397,12.0,397,Ruhstaller Beer Company,Sacramento, CA
0.073,55.0,883,CAPT Black IPA,American Black Ale,397,16.0,397,Ruhstaller Beer Company,Sacramento, CA
0.0559999999999999,35.0,882,1881 California Red Ale,American Amber / Red Ale,397,16.0,397,Ruhstaller Beer Company,Sacramento, CA
0.05,15.0,1868,Saint Archer White Ale,Witbier,288,12.0,288,Saint Archer Brewery,San Diego, CA
0.068,66.0,1867,Saint Archer IPA,American IPA,288,12.0,288,Saint Archer Brewery,San Diego, CA
0.052,40.0,1865,Saint Archer Pale Ale,American Pale Ale (APA),288,12.0,288,Saint Archer Brewery,San Diego, CA
0.048,22.0,1864,Saint Archer Blonde,Kölsch,288,12.0,288,Saint Archer Brewery,San Diego, CA
0.069,20.0,2599,Sex Panther,American Porter,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.095,25.0,2073,Winter Warmer (Vault Series),Winter Warmer,30,16.0,30,SanTan Brewing Company,Chandler, AZ
0.091,99.0,2063,Count Hopula (Vault Series),American Double / Imperial IPA,30,16.0,30,SanTan Brewing Company,Chandler, AZ
0.05,15.0,1934,SunSpot Golden Ale,American Blonde Ale,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.055,20.0,1073,Epicenter Amber Ale,American Amber / Red Ale,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.05,15.0,1072,SanTan HefeWeizen,Hefeweizen,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.07,85.0,1071,Hop Shock IPA,American IPA,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.069,20.0,852,Sex Panther (2014),American Porter,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.055,45.0,850,Devil’s Ale,American Pale Ale (APA),30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.05,20.0,777,Mr. Pineapple,Fruit / Vegetable Beer,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.055,45.0,764,American Idiot Ale (2012),American Pale Ale (APA),30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.07,85.0,317,Hop Shock IPA (2010),American IPA,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.05,15.0,286,SanTan HefeWeizen (2010),Hefeweizen,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.055,45.0,285,Devil’s Ale (2010),American Pale Ale (APA),30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.055,20.0,124,Epicenter Amber Ale (2010),American Amber / Red Ale,30,12.0,30,SanTan Brewing Company,Chandler, AZ
0.0579999999999999,20.0,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,419,12.0,419,Sanitas Brewing Company,Boulder, CO
0.068,65.0,1391,Sanitas Black IPA,American Black Ale,419,12.0,419,Sanitas Brewing Company,Boulder, CO
0.089,88.0,2002,Giant DIPA,American Double / Imperial IPA,252,16.0,252,Santa Cruz Mountain Brewing,Santa Cruz, CA
0.055,30.0,1519,Saison 88,Saison / Farmhouse Ale,392,12.0,392,Santa Fe Brewing Company,Santa Fe, NM
0.071,95.0,967,Black IPA,American Black Ale,392,12.0,392,Santa Fe Brewing Company,Santa Fe, NM
0.05,11.0,1477,Oval Beach Blonde Ale,American Blonde Ale,398,16.0,398,Saugatuck Brewing Company,Douglas, MI
0.05,45.0,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,428,12.0,428,Schlafly Brewing Company,Saint Louis, MO
0.045,30.0,1078,Schlafly IPA,American IPA,428,12.0,428,Schlafly Brewing Company,Saint Louis, MO
0.05,30.0,1077,Schlafly American Brown Ale,American Brown Ale,428,12.0,428,Schlafly Brewing Company,Saint Louis, MO
0.0409999999999999,16.0,588,Schlafly Hefeweizen,Hefeweizen,428,12.0,428,Schlafly Brewing Company,Saint Louis, MO
0.045,17.0,53,Schlafly Summer Lager,Munich Helles Lager,428,12.0,428,Schlafly Brewing Company,Saint Louis, MO
0.074,60.0,1302,Blur India Pale Ale,American IPA,432,12.0,432,Seabright Brewery,Santa Cruz, CA
0.07,105.0,918,Frankenlou's IPA,American IPA,494,16.0,494,Seven Brides Brewery,Silverton, OR
0.07,55.0,917,Becky's Black Cat Porter,American Porter,494,16.0,494,Seven Brides Brewery,Silverton, OR
0.077,40.0,2250,Seventh Son of a Seventh Son,American Strong Ale,183,16.0,183,Seventh Son Brewing Company,Columbus, OH
0.053,20.0,1768,Stone Fort Brown Ale,English Brown Ale,183,16.0,183,Seventh Son Brewing Company,Columbus, OH
0.077,40.0,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,183,16.0,183,Seventh Son Brewing Company,Columbus, OH
0.06,53.0,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16.0,183,Seventh Son Brewing Company,Columbus, OH
0.07,68.0,1765,Golden Ratio IPA,American IPA,183,16.0,183,Seventh Son Brewing Company,Columbus, OH
0.069,65.0,1539,Monkey Fist IPA,American IPA,385,12.0,385,Shipyard Brewing Company,Portland, ME
0.072,65.0,2239,Torpedo,American IPA,83,12.0,83,Sierra Nevada Brewing Company,Chico, CA
0.0559999999999999,37.0,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),83,16.0,83,Sierra Nevada Brewing Company,Chico, CA
0.048,26.0,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,83,12.0,83,Sierra Nevada Brewing Company,Chico, CA
0.05,28.0,1295,Summerfest,Czech Pilsener,83,12.0,83,Sierra Nevada Brewing Company,Chico, CA
0.072,65.0,426,Torpedo,American IPA,83,16.0,83,Sierra Nevada Brewing Company,Chico, CA
0.0559999999999999,37.0,400,Sierra Nevada Pale Ale,American Pale Ale (APA),83,12.0,83,Sierra Nevada Brewing Company,Chico, CA
0.1,52.0,2574,4Beans,Baltic Porter,46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.042,16.0,2479,Jammer,Gose,46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.032,7.0,2266,Rad,Fruit / Vegetable Beer,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.065,62.0,2090,Bengali,American IPA,46,24.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.047,50.0,1962,Sensi Harvest,American Pale Ale (APA),46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.099,111.0,1696,Hi-Res,American Double / Imperial IPA,46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.07,70.0,1608,Global Warmer,American Strong Ale,46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.067,74.0,1591,Autumnation (2013),American IPA,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.054,42.0,1388,The Crisp,German Pilsener,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.052,34.0,1387,Sweet Action,Cream Ale,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.063,57.0,1386,Righteous Ale,Rye Beer,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.064,62.0,1385,Bengali Tiger,American IPA,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.099,85.0,1020,3Beans,Baltic Porter,46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.059,47.0,778,Brownstone,American Brown Ale,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.052,11.0,630,Apollo,American Pale Wheat Ale,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.049,35.0,629,Harbinger,Saison / Farmhouse Ale,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.091,103.0,628,Resin,American Double / Imperial IPA,46,12.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.063,69.0,525,Diesel,American Stout,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.06,48.0,512,Autumnation (2011-12) (2011),Pumpkin Ale,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.054,42.0,425,The Crisp (2011),German Pilsener,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.052,34.0,424,Sweet Action (2011),Cream Ale,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.063,57.0,423,Righteous Ale (2011),Rye Beer,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.064,62.0,422,Bengali Tiger (2011),American IPA,46,16.0,46,Sixpoint Craft Ales,Brooklyn, NY
0.068,65.0,1521,Modus Hoperandi,American IPA,264,12.0,264,Ska Brewing Company,Durango, CO
0.0579999999999999,15.0,1297,Estival Cream Stout,American Stout,264,12.0,264,Ska Brewing Company,Durango, CO
0.042,18.0,386,Mexican Logger,American Pale Lager,264,12.0,264,Ska Brewing Company,Durango, CO
0.057,58.0,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12.0,264,Ska Brewing Company,Durango, CO
0.068,65.0,67,Modus Hoperandi,American IPA,264,12.0,264,Ska Brewing Company,Durango, CO
0.0579999999999999,39.0,1792,Iron Butt Red Ale,American Amber / Red Ale,313,12.0,313,Slanted Rock Brewing Company,Meridian, ID
0.071,92.0,1609,Initial Point India Pale Ale,American IPA,313,12.0,313,Slanted Rock Brewing Company,Meridian, ID
0.06,70.0,2305,Homefront IPA,American IPA,163,12.0,163,Sly Fox Brewing Company,Phoenixville, PA
0.055,16.0,1588,Sly Fox Christmas Ale 2013,Winter Warmer,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.0559999999999999,25.0,1363,Grisette,Grisette,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.049,18.0,1123,Helles Golden Lager,Munich Helles Lager,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.055,16.0,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.084,90.0,894,Odyssey Imperial IPA,American Double / Imperial IPA,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.0579999999999999,25.0,166,Oktoberfest Lager,Märzen / Oktoberfest,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.07,113.0,24,113 IPA,American IPA,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.053,21.0,23,Dunkel Lager,Munich Dunkel Lager,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.0559999999999999,11.0,22,Royal Weisse Ale,Hefeweizen,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.049,44.0,21,Pikeland Pils,German Pilsener,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.051,40.0,20,Phoenix Pale Ale,American Pale Ale (APA),371,12.0,371,Sly Fox Brewing Company,Pottstown, PA
0.07,88.0,2407,Rule G IPA,American IPA,115,12.0,115,Smartmouth Brewing Company,Norfolk, VA
0.0579999999999999,35.0,2406,Murphy's Law,American Amber / Red Ale,115,12.0,115,Smartmouth Brewing Company,Norfolk, VA
0.062,33.0,2405,Alter Ego ,Saison / Farmhouse Ale,115,12.0,115,Smartmouth Brewing Company,Norfolk, VA
0.06,55.0,1606,Snow King Pale Ale,American Pale Ale (APA),191,12.0,191,Snake River Brewing Company,Jackson, WY
0.054,36.0,617,Zonker Stout,Foreign / Export Stout,191,12.0,191,Snake River Brewing Company,Jackson, WY
0.05,22.0,407,OB-1 Organic Ale,English Brown Ale,191,12.0,191,Snake River Brewing Company,Jackson, WY
0.05,18.0,406,Snake River Lager,Vienna Lager,191,12.0,191,Snake River Brewing Company,Jackson, WY
0.052,32.0,402,Snake River Pale Ale,American Pale Ale (APA),191,12.0,191,Snake River Brewing Company,Jackson, WY
0.068,60.0,393,Pako’s EyePA,American IPA,191,12.0,191,Snake River Brewing Company,Jackson, WY
0.063,100.0,1596,Dagger Falls IPA,American IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID
0.063,100.0,1595,Dagger Falls IPA,American IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID
0.099,100.0,1160,Old Devil's Tooth,American Barleywine,309,12.0,309,Sockeye Brewing Company,Boise, ID
0.052,32.0,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12.0,309,Sockeye Brewing Company,Boise, ID
0.046,12.0,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12.0,309,Sockeye Brewing Company,Boise, ID
0.084,90.0,995,Winterfest,American Strong Ale,309,16.0,309,Sockeye Brewing Company,Boise, ID
0.063,100.0,879,Dagger Falls IPA,American IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID
0.07,18.0,1972,LuckenBock,Bock,257,16.0,257,South Austin Brewery,South Austin, TX
0.055,40.0,1971,Texas Pale Ale (TPA),American IPA,257,16.0,257,South Austin Brewery,South Austin, TX
0.05,22.0,1969,Kol' Beer,Kölsch,257,16.0,257,South Austin Brewery,South Austin, TX
0.048,32.0,1283,Na Zdraví Pilsner,Czech Pilsener,436,16.0,436,Southern Oregon Brewing Company,Medford, OR
0.055,65.0,1282,Nice Rack IPA,American IPA,436,16.0,436,Southern Oregon Brewing Company,Medford, OR
0.075,72.0,2362,2014 IPA Cicada Series,American IPA,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.077,65.0,2346,Sinister Minister Black IPA,American IPA,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.053,45.0,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.0579999999999999,60.0,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.05,20.0,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.08,80.0,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.0579999999999999,40.0,1120,Hipster Breakfast,Oatmeal Stout,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.05,20.0,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.0579999999999999,60.0,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.065,45.0,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.069,23.0,1740,Le Mort Vivant,Bière de Garde,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.085,110.0,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.092,100.0,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.085,110.0,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.072,40.0,1010,Old Potentate,Old Ale,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.05,20.0,856,Bombshell Blonde,American Blonde Ale,118,16.0,118,Southern Star Brewing Company,Conroe, TX
0.099,100.0,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.069,23.0,555,Le Mort Vivant (2011),Bière de Garde,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.083,50.0,46,Buried Hatchet Stout,Foreign / Export Stout,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.065,45.0,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16.0,118,Southern Star Brewing Company,Conroe, TX
0.05,20.0,44,Bombshell Blonde,American Blonde Ale,118,12.0,118,Southern Star Brewing Company,Conroe, TX
0.047,35.0,2486,Baby Daddy Session IPA,American IPA,78,12.0,78,Speakasy Ales & Lagers,San Francisco, CA
0.05,22.0,855,Special Amber,Vienna Lager,498,12.0,498,Sprecher Brewing Company,Glendale, WI
0.05,22.0,445,Special Amber,Vienna Lager,498,12.0,498,Sprecher Brewing Company,Glendale, WI
0.042,20.0,1544,Starr Pils,German Pilsener,383,12.0,383,Starr Hill Brewery,Crozet, VA
0.065,52.0,1205,Northern Lights India Pale Ale,American IPA,383,16.0,383,Starr Hill Brewery,Crozet, VA
0.048,12.0,369,Festie,Märzen / Oktoberfest,383,12.0,383,Starr Hill Brewery,Crozet, VA
0.065,52.0,368,Northern Lights India Pale Ale,American IPA,383,12.0,383,Starr Hill Brewery,Crozet, VA
0.065,65.0,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12.0,119,Steamworks Brewing Company,Durango, CO
0.049,17.0,92,Colorado Kölsch,Kölsch,119,12.0,119,Steamworks Brewing Company,Durango, CO
0.057,25.0,91,Steam Engine Lager,American Amber / Red Lager,119,12.0,119,Steamworks Brewing Company,Durango, CO
0.065,65.0,90,Third Eye Pale Ale,American IPA,119,12.0,119,Steamworks Brewing Company,Durango, CO
0.047,9.0,2366,Point Special (Current),American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,9.0,2365,Point Special,American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.054,33.0,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,9.0,2228,Point Special,American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.052,9.0,2151,Onyx Black Ale,American Black Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.063,64.0,2150,Beyond The Pale IPA,American IPA,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,9.0,2122,Point Special (2013),American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,9.0,2121,Point Special (2012),American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,9.0,2115,Point Special Lager,American Adjunct Lager,131,16.0,131,Stevens Point Brewery,Stevens Point, WI
0.057,15.0,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16.0,131,Stevens Point Brewery,Stevens Point, WI
0.052,7.0,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16.0,131,Stevens Point Brewery,Stevens Point, WI
0.05,7.0,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.05,7.0,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.049,13.0,650,Three Kings Ale,Kölsch,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.057,15.0,456,Point Oktoberfest,Märzen / Oktoberfest,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.054,32.0,357,2012 Black Ale,American Brown Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.05,7.0,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.054,33.0,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,14.0,139,Point Amber Classic,American Amber / Red Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.047,9.0,138,Point Special Lager,American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI
0.051,31.0,953,Wisco Disco,American Amber / Red Ale,486,16.0,486,Stillmank Beer Company,Green Bay, WI
0.051,25.0,1410,Sand Island Lighthouse,Kölsch,412,12.0,412,Straight to Ale,Huntsville, AL
0.05,30.0,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12.0,412,Straight to Ale,Huntsville, AL
0.072,70.0,637,Monkeynaut IPA,American IPA,412,12.0,412,Straight to Ale,Huntsville, AL
0.0409999999999999,8.0,2233,American Lager,American Adjunct Lager,129,12.0,129,Straub Brewery,St Mary's, PA
0.0409999999999999,8.0,2232,American Amber,American Amber / Red Lager,129,12.0,129,Straub Brewery,St Mary's, PA
0.032,13.0,2231,American Light,Light Lager,129,12.0,129,Straub Brewery,St Mary's, PA
0.053,49.0,2352,Extra Pale Ale,American Pale Ale (APA),138,12.0,138,Summit Brewing Company,St Paul, MN
0.053,40.0,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12.0,58,Summit Brewing Company,St. Paul, MN
0.047,55.0,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16.0,58,Summit Brewing Company,St. Paul, MN
0.083,100.0,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16.0,58,Summit Brewing Company,St. Paul, MN
0.052,29.0,2605,Tip Off,Altbier,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.054,23.0,2164,Cowbell,American Porter,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.0579999999999999,20.0,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.083,23.0,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.099,36.0,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.09,30.0,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.053,23.0,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.064,75.0,2001,Fistful Of Hops Red,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.063,75.0,2000,Fistful of Hops Orange,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.064,75.0,1999,Fistful Of Hops Blue,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
