abv,ibu,beer_id,beer_name,style,style_group,ounces,brewery_id
0.059,135.0,1676,Troopers Alley IPA,American IPA,American IPA,12.0,344
0.047,15.0,1468,Wolverine Premium Lager,American Pale Lager,other,12.0,402
0.065,82.0,2417,4000 Footer IPA,American IPA,American IPA,12.0,109
0.0279999999999999,15.0,2306,Summer Brew,American Pilsner,other,12.0,109
0.065,69.0,1697,Be Hoppy IPA,American IPA,American IPA,16.0,339
0.069,69.0,2194,Worthy IPA,American IPA,American IPA,12.0,199
0.045,25.0,1514,Easy Day Kolsch,Kölsch,Kölsch,12.0,199
0.077,30.0,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,American Double / Imperial IPA,12.0,199
0.069,69.0,1512,Worthy IPA (2013),American IPA,American IPA,12.0,199
0.06,50.0,1511,Worthy Pale,American Pale Ale (APA),American Pale Ale (APA),12.0,199
0.067,45.0,928,Belgorado,Belgian IPA,other,12.0,424
0.055,40.0,145,Silverback Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,424
